0,1,0,0
0.05,2,0,0
0.1,3,0,0
0.15,2,0,0
0.2,2,0,0
0.25,0,0,0
0.3,1,0,0
0.35,1,0,0
0.4,1,0,0
0.45,2,0,0
0.5,3,0.181818182,0.165289256
0.55,2,-0.181818182,-0.033057851
0.6,0,-1.454545455,-1.355371901
0.65,1,-0.363636364,-1.421487603
0.7,1,0,-1.090909091
0.75,0,-0.363636364,-1.090909091
0.8,0,-2.545454545,-3.008264463
0.85,1,-2.727272727,-4.628099174
0.9,-41,-41.09090909,-40.62809917
0.95,3,-31.81818182,-60.72727273
1,12,-13.63636364,-58.51239669
1.05,22,12.90909091,-29.48760331
1.1,36,47.63636364,28.39669421
1.15,52,88.54545455,113.3884298
1.2,73,140.1818182,230.1487603
1.25,99,202.3636364,378.2809917
1.3,126,270.1818182,550.8760331
1.35,153,339.6363636,735.0413223
1.4,182,408.7272727,919.6033058
1.45,214,428.1818182,1005.190083
1.5,247,479.2727273,1062.016529
1.55,285,530.3636364,1092.198347
1.6,325,579.0909091,1096.727273
1.65,367,626.1818182,1079.008264
1.7,414,673.2727273,1043.53719
1.75,469,727.4545455,1007.338843
1.8,528,791.6363636,990.5454545
1.85,594,867.2727273,1009.355372
1.9,662,949.0909091,1069.752066
1.95,735,1036.363636,1174.049587
2,813,1128.909091,1269.586777
2.05,895,1223.090909,1379.07438
2.1,982,1320,1497.157025
2.15,1073,1416.545455,1612.595041
2.2,1164,1505.636364,1708.132231
2.25,1263,1591.090909,1772.826446
2.3,1369,1678.545455,1809.256198
2.35,1479,1766.727273,1822.942149
2.4,1590,1854.909091,1822.016529
2.45,1710,1945.272727,1812.92562
2.5,1816,2021.090909,1786.842975
2.55,1930,2089.090909,1744.495868
2.6,2049,2151.636364,1687.173554
2.65,2176,2214.727273,1624.099174
2.7,2308,2280,1563.008264
2.75,2441,2340.909091,1497.487603
2.8,2587,2410.363636,1436.46281
2.85,2738,2492,1396.099174
2.9,2892,2584.727273,1388.330579
2.95,3078,2710.727273,1442.578512
3,3327,2923.454545,1633.190083
3.05,3654,3255.090909,2030.14876
3.1,3953,3648.727273,2634.77686
3.15,4196,4025.272727,3366.380165
3.2,4434,4366.363636,4136.231405
3.25,4723,4703.636364,4892.694215
3.3,4927,4932.363636,5482.876033
3.35,5074,5002,5740.958678
3.4,5165,4866.909091,5494.082645
3.45,5176,4468.545455,4554.413223
3.5,5230,3906.909091,2899.107438
3.55,5239,3233.818182,646.4793388
3.6,5238,2568.909091,-1905.256198
3.65,5284,1984,-4434.545455
3.7,5373,1503.090909,-6687.570248
3.75,5438,1126.909091,-8451.900826
3.8,5493,933.4545455,-9435.173554
3.85,5484,814.3636364,-9591.702479
3.9,5470,741.6363636,-8989.652893
3.95,5419,649.8181818,-7843.834711
4,5344,455.6363636,-6542.380165
4.05,5260,213.4545455,-5344.165289
4.1,5172,-104.3636364,-4497.619835
4.15,5092,-483.8181818,-4114.446281
4.2,5013,-858.3636364,-4154.809917
4.25,4938,-1154.727273,-4472.429752
4.3,4885,-1349.272727,-4894.049587
4.35,4845,-1419.636364,-5140.46281
4.4,4822,-1402.909091,-5073.752066
4.45,4810,-1292,-4582.413223
4.5,4802,-1124,-3668.760331
4.55,4799,-928.3636364,-2466.578512
4.6,4799,-725.2727273,-1092.330579
4.65,4805,-528.9090909,284.3966942
4.7,4823,-336.7272727,1499.07438
4.75,4838,-168.1818182,2431.636364
4.8,4855,-34.18181818,3037.22314
4.85,4864,65.27272727,3317.256198
4.9,4880,139.4545455,3330.77686
4.95,4894,194.9090909,3129.487603
5,4914,242.3636364,2801.818182
5.05,4931,277.6363636,2410.512397
5.1,4944,298,1996.297521
5.15,4962,308.3636364,1590.082645
5.2,4977,309.2727273,1210.975207
5.25,5001,320.3636364,899.2066116
5.3,5019,331.8181818,662.2479339
5.35,5040,348,495.2727273
5.4,5065,363.0909091,381.0247934
5.45,5092,383.6363636,312.231405
5.5,5111,398.1818182,272.7603306
5.55,5134,416,264.2975207
5.6,5154,430.5454545,275.9669421
5.65,5178,440.5454545,291.1404959
5.7,5200,447.6363636,298.1487603
5.75,5225,450.5454545,283.4710744
5.8,5248,455.4545455,259.6694215
5.85,5276,460.5454545,228.4297521
5.9,5295,459.0909091,190.1157025
5.95,5321,462.1818182,150.8760331
6,5345,470,123.1404959
6.05,5366,471.6363636,97.05785124
6.1,5390,473.8181818,79.04132231
6.15,5414,473.0909091,65.71900826
6.2,5435,470.3636364,53.09090909
6.25,5459,466.7272727,39.47107438
6.3,5486,467.8181818,26.54545454
6.35,5509,467.4545455,15.50413223
6.4,5534,472.9090909,12.79338843
6.45,5554,470.3636364,3.933884298
6.5,5579,471.8181818,-2.280991736
6.55,5605,476.1818182,2.247933884
6.6,5628,477.0909091,8.26446281
6.65,5653,479.2727273,17.65289256
6.7,5678,482.5454545,28.23140496
6.75,5704,484.3636364,35.76859504
6.8,5728,485.2727273,37.61983471
6.85,5754,490.3636364,41.91735537
6.9,5781,496.3636364,47.17355372
6.95,5805,502,58.24793389
7,5829,502,61.25619835
7.05,5851,499.2727273,57.61983471
7.1,5875,497.2727273,51.9338843
7.15,5900,494,40.42975207
7.2,5927,493.0909091,27.40495868
7.25,5953,493.2727273,15.60330579
7.3,5979,495.4545455,5.818181818
7.35,6001,493.8181818,-6.479338843
7.4,6025,492.7272727,-15.76859504
7.45,6054,498.1818182,-13.98347108
7.5,6078,502,-2.90909091
7.55,6102,504.1818182,10.14876033
7.6,6130,506.1818182,21.65289256
7.65,6153,504.5454545,28.23140496
