6.8012,1688.9,228.79,-19.661
6.8512,1700.3,227.81,-19.56
6.9012,1711.7,226.83,-19.461
6.9512,1723,225.86,-19.361
7.0012,1734.2,224.9,-19.263
7.0512,1745.5,223.94,-19.166
7.1012,1756.6,222.98,-19.069
7.1512,1767.8,222.03,-18.974
7.2012,1778.8,221.08,-18.878
7.2512,1789.9,220.14,-18.782
7.3012,1800.9,219.2,-18.692
7.3512,1811.8,218.27,-18.601
7.4012,1822.7,217.34,-18.513
7.4512,1833.5,216.42,-18.422
7.5012,1844.3,215.5,-18.337
7.5512,1855.1,214.59,-18.251
7.6012,1865.8,213.68,-18.163
7.6512,1876.4,212.77,-18.078
7.7012,1887.1,211.87,-17.993
7.7512,1897.6,210.97,-17.907
7.8012,1908.2,210.08,-17.828
7.8512,1918.6,209.19,-17.744
7.9012,1929.1,208.3,-17.664
7.9512,1939.5,207.42,-17.587
8.0012,1949.8,206.55,-17.51
8.0512,1960.1,205.67,-17.433
8.1012,1970.4,204.8,-17.358
8.1512,1980.6,203.94,-17.283
8.2012,1990.8,203.07,-17.209
8.2512,2000.9,202.21,-17.132
8.3012,2011,201.36,-17.057
8.3512,2021,200.51,-16.981
8.4012,2031.1,199.66,-16.908
8.4512,2041,198.82,-16.835
8.5012,2050.9,197.98,-16.765
8.5512,2060.8,197.14,-16.696
8.6012,2070.6,196.31,-16.628
8.6512,2080.4,195.48,-16.56
8.7012,2090.2,194.65,-16.495
8.7512,2099.9,193.83,-16.432
8.8012,2109.6,193.01,-16.367
8.8512,2119.2,192.19,-16.302
8.9012,2128.8,191.38,-16.238
8.9512,2138.3,190.57,-16.173
9.0012,2147.9,189.76,-16.112
9.0512,2157.3,188.96,-16.051
9.1012,2166.8,188.16,-15.989
9.1512,2176.1,187.36,-15.928
9.2012,2185.5,186.56,-15.867
9.2512,2194.8,185.77,-15.803
9.3012,2204.1,184.98,-15.743
9.3512,2213.3,184.2,-15.681
9.4013,2222.5,183.42,-15.621
9.4513,2231.6,182.64,-15.566
9.5013,2240.7,181.86,-15.508
9.5513,2249.8,181.09,-15.451
9.6013,2258.9,180.31,-15.396
9.6513,2267.9,179.55,-15.34
9.7013,2276.8,178.78,-15.284
9.7513,2285.7,178.02,-15.231
9.8013,2294.6,177.26,-15.177
9.8513,2303.5,176.5,-15.126
9.9013,2312.3,175.74,-15.075
9.9513,2321,174.99,-15.026
10.001,2329.8,174.24,-14.974
10.051,2338.5,173.49,-14.925
10.101,2347.1,172.75,-14.878
10.151,2355.7,172.01,-14.827
10.201,2364.3,171.27,-14.777
10.251,2372.9,170.53,-14.727
10.301,2381.4,169.79,-14.677
10.351,2389.8,169.06,-14.628
10.401,2398.3,168.33,-14.575
10.451,2406.7,167.6,-14.524
10.501,2415,166.88,-14.474
10.551,2423.4,166.16,-14.428
10.601,2431.6,165.44,-14.381
10.651,2439.9,164.72,-14.337
10.701,2448.1,164,-14.293
10.751,2456.3,163.29,-14.248
10.801,2464.4,162.58,-14.205
10.851,2472.6,161.87,-14.163
10.901,2480.6,161.16,-14.121
10.951,2488.7,160.46,-14.079
11.001,2496.7,159.75,-14.038
11.051,2504.7,159.05,-13.994
11.101,2512.6,158.35,-13.953
11.151,2520.5,157.66,-13.911
11.201,2528.4,156.96,-13.869
11.251,2536.2,156.27,-13.83
11.301,2544,155.58,-13.788
11.351,2551.7,154.89,-13.747
11.401,2559.5,154.2,-13.707
11.451,2567.2,153.52,-13.667
11.501,2574.8,152.84,-13.628
11.551,2582.4,152.16,-13.589
11.601,2590,151.48,-13.55
11.651,2597.6,150.8,-13.513
11.701,2605.1,150.13,-13.476
11.751,2612.6,149.46,-13.44
11.801,2620.1,148.78,-13.404
11.851,2627.5,148.11,-13.369
11.901,2634.9,147.45,-13.333
11.951,2642.2,146.78,-13.298
12.001,2649.6,146.12,-13.264
12.051,2656.8,145.46,-13.23
12.101,2664.1,144.79,-13.196
12.151,2671.3,144.14,-13.165
12.201,2678.5,143.48,-13.125
12.251,2685.7,142.82,-13.09
12.301,2692.8,142.17,-13.057
12.351,2699.9,141.52,-13.025
12.401,2706.9,140.87,-12.992
12.451,2714,140.22,-12.96
12.501,2721,139.57,-12.925
12.551,2727.9,138.93,-12.892
12.601,2734.9,138.28,-12.858
12.651,2741.8,137.64,-12.826
12.701,2748.6,137,-12.794
12.751,2755.5,136.36,-12.761
12.801,2762.3,135.72,-12.731
12.851,2769,135.09,-12.701
12.901,2775.8,134.45,-12.673
12.951,2782.5,133.82,-12.642
13.001,2789.1,133.19,-12.614
13.051,2795.8,132.56,-12.586
13.101,2802.4,131.93,-12.555
13.151,2809,131.3,-12.527
13.201,2815.5,130.68,-12.498
13.251,2822.1,130.05,-12.471
13.301,2828.5,129.43,-12.444
13.351,2835,128.81,-12.415
13.401,2841.4,128.19,-12.388
13.451,2847.8,127.57,-12.36
13.501,2854.2,126.95,-12.331
13.551,2860.5,126.34,-12.305
13.601,2866.8,125.72,-12.28
13.651,2873.1,125.11,-12.252
13.701,2879.3,124.5,-12.228
13.751,2885.5,123.89,-12.2
13.801,2891.7,123.28,-12.175
13.851,2897.9,122.67,-12.148
13.901,2904,122.06,-12.12
13.951,2910.1,121.46,-12.094
14.001,2916.1,120.85,-12.068
14.051,2922.2,120.25,-12.043
14.101,2928.1,119.65,-12.018
14.151,2934.1,119.05,-11.994
14.201,2940.1,118.45,-11.969
14.251,2946,117.85,-11.945
14.301,2951.8,117.25,-11.923
14.351,2957.7,116.66,-11.901
14.401,2963.5,116.06,-11.879
14.451,2969.3,115.47,-11.855
14.501,2975.1,114.88,-11.834
14.551,2980.8,114.29,-11.811
14.601,2986.5,113.7,-11.791
14.651,2992.2,113.11,-11.771
14.701,2997.8,112.52,-11.749
14.751,3003.4,111.93,-11.73
14.801,3009,111.35,-11.704
14.851,3014.5,110.76,-11.682
14.901,3020.1,110.18,-11.661
14.951,3025.6,109.6,-11.642
15.001,3031,109.02,-11.621
15.051,3036.5,108.43,-11.599
15.101,3041.9,107.86,-11.577
15.151,3047.2,107.28,-11.554
15.201,3052.6,106.7,-11.534
15.251,3057.9,106.12,-11.512
15.301,3063.2,105.55,-11.491
15.351,3068.5,104.97,-11.47
15.401,3073.7,104.4,-11.449
15.451,3078.9,103.83,-11.429
15.501,3084.1,103.26,-11.409
15.551,3089.2,102.69,-11.389
15.601,3094.4,102.12,-11.369
15.651,3099.4,101.55,-11.351
15.701,3104.5,100.98,-11.332
15.751,3109.5,100.42,-11.313
15.801,3114.6,99.853,-11.296
15.851,3119.5,99.289,-11.278
15.901,3124.5,98.726,-11.261
15.951,3129.4,98.163,-11.245
